Jul 19 23:28:22 postfix01 MTA[24308]: 3e72bw: from=<george.75@corporate.co>, to=<sara.92@mailbox.biz>, relay=mx.test.org [183.132.131.5], proto=ESMTP, delay=18.42, size=12359, nrcpts=1, msgid=<20250719232822.3e72bw@postfix01>, status=Rejected (553 Invalid recipient)
Aug 11 02:59:35 mailgw1 MTA[63214]: jdh220: from=<david.65@alpha.tech>, to=<ava.87@test.org>, relay=relay.corporate.co [154.46.92.88], proto=ESMTP, delay=2.42, size=2697, nrcpts=1, msgid=<20250811025935.jdh220@mailgw1>, status=Bounced (554 Transaction failed)
Aug 11 02:59:56 postfix01 MTA[96086]: hlxjyu: from=<laura.76@cloudmail.ai>, to=<bob.74@securemail.gov>, relay=smtp.marketing.agency [48.203.177.189], proto=ESMTP, delay=29.42, size=17062, nrcpts=1, msgid=<20250811025956.hlxjyu@postfix01>, status=Bounced (554 Transaction failed)
Aug 11 03:00:48 postfix01 MTA[51409]: sibmon: from=<ava.23@marketing.agency>, to=<john.44@cloudmail.ai>, relay=relay.mailservice.io [125.226.0.74], proto=ESMTP, delay=6.69, size=5889, nrcpts=1, msgid=<20250811030048.sibmon@postfix01>, status=Rejected (554 Relay access denied)
Aug 11 03:06:54 mailgw1 MTA[36029]: 9h7jjy: from=<luke.81@fastmail.pro>, to=<chloe.28@fastmail.pro>, relay=mx1.fastmail.pro [98.27.144.204], proto=ESMTP, delay=2.23, size=1008, nrcpts=1, msgid=<20250811030654.9h7jjy@mailgw1>, status=Deferred (450 Timeout)
Aug 11 03:07:08 mailgw1 MTA[45631]: 9owtg5: from=<mia.64@company.net>, to=<sara.55@securemail.gov>, relay=gw.researchlab.org [146.95.89.67], proto=ESMTP, delay=20.69, size=6983, nrcpts=1, msgid=<20250811030708.9owtg5@mailgw1>, status=Sent (250 Message queued)
Aug 11 03:09:32 aixhost MTA[28354]: qa60j4: from=<john.19@university.edu>, to=<charles.84@researchlab.org>, relay=smtp.marketing.agency [181.31.239.236], proto=ESMTP, delay=10.91, size=18891, nrcpts=1, msgid=<20250811030932.qa60j4@aixhost>, status=Rejected (554 Relay access denied)
Aug 11 03:13:14 aixhost MTA[59989]: 89dare: from=<natalie.31@researchlab.org>, to=<david.48@partner.solutions>, relay=relay.mailservice.io [65.208.170.174], proto=SMTP, delay=1.45, size=16268, nrcpts=1, msgid=<20250811031314.89dare@aixhost>, status=Bounced (554 Transaction failed)
Aug 11 03:13:36 mailgw1 MTA[71463]: 2ppqfi: from=<tom.93@mailservice.io>, to=<hannah.2@university.edu>, relay=smtp.cloudmail.ai [26.23.94.215], proto=SMTP, delay=17.12, size=18934, nrcpts=1, msgid=<20250811031336.2ppqfi@mailgw1>, status=Bounced (554 Transaction failed)
Aug 11 03:14:43 postfix01 MTA[50602]: 6lynk7: from=<mark.55@university.edu>, to=<susan.37@securemail.gov>, relay=mailrelay.example.net [202.238.171.213], proto=ESMTP, delay=9.78, size=4527, nrcpts=2, msgid=<20250811031443.6lynk7@postfix01>, status=Sent (250 Message queued)
Aug 11 03:18:06 mailgw1 MTA[53853]: 8onctc: from=<sophia.17@company.net>, to=<steven.32@example.com>, relay=relay.partner.solutions [6.185.145.123], proto=SMTP, delay=2.45, size=4636, nrcpts=1, msgid=<20250811031806.8onctc@mailgw1>, status=Rejected (554 Relay access denied)
Aug 11 03:18:56 mailgw1 MTA[86510]: pbabrr: from=<mia.57@example.com>, to=<george.83@logistics.inc>, relay=smtp.company.net [102.166.86.48], proto=ESMTP, delay=14.45, size=19931, nrcpts=1, msgid=<20250811031856.pbabrr@mailgw1>, status=Bounced (554 Transaction failed)
Aug 11 03:23:22 aixhost MTA[28956]: 06xxxo: from=<eric.8@alpha.tech>, to=<oliver.66@fastmail.pro>, relay=smtp.marketing.agency [23.164.126.200], proto=ESMTP, delay=29.49, size=15480, nrcpts=1, msgid=<20250811032322.06xxxo@aixhost>, status=Rejected (553 Invalid recipient)
Aug 11 03:26:16 postfix01 MTA[81974]: ek0w69: from=<daniel.64@mailbox.biz>, to=<mark.40@university.edu>, relay=mx.test.org [200.16.142.195], proto=ESMTP, delay=1.49, size=5723, nrcpts=2, msgid=<20250811032616.ek0w69@postfix01>, status=Rejected (553 Invalid recipient)
Aug 11 03:27:52 mailgw1 MTA[97193]: 7z73oc: from=<mark.77@researchlab.org>, to=<laura.96@test.org>, relay=smtp.marketing.agency [100.230.195.70], proto=ESMTP, delay=5.07, size=1979, nrcpts=1, msgid=<20250811032752.7z73oc@mailgw1>, status=Deferred (451 Temporary local problem)
Aug 11 03:30:12 aixhost MTA[35047]: xrozy7: from=<michael.18@university.edu>, to=<emily.56@cloudmail.ai>, relay=mx1.fastmail.pro [103.249.199.148], proto=ESMTP, delay=5.26, size=12294, nrcpts=1, msgid=<20250811033012.xrozy7@aixhost>, status=Deferred (451 Temporary local problem)
Aug 11 03:30:55 postfix01 MTA[96505]: lcypc6: from=<john.42@test.org>, to=<sophia.35@mailbox.biz>, relay=relay.mailbox.biz [141.0.181.142], proto=SMTP, delay=25.43, size=6500, nrcpts=1, msgid=<20250811033055.lcypc6@postfix01>, status=Bounced (550 User unknown)
Aug 11 03:32:29 mailgw1 MTA[93567]: lg1ugh: from=<ava.65@alpha.tech>, to=<steven.72@corporate.co>, relay=outbound.university.edu [66.21.160.247], proto=ESMTP, delay=22.3, size=10348, nrcpts=2, msgid=<20250811033229.lg1ugh@mailgw1>, status=Deferred (451 Temporary local problem)
Aug 11 03:32:59 aixhost MTA[74105]: 34vm3r: from=<susan.87@partner.solutions>, to=<susan.41@researchlab.org>, relay=smtp.company.net [146.134.163.116], proto=SMTP, delay=11.74, size=10738, nrcpts=1, msgid=<20250811033259.34vm3r@aixhost>, status=Rejected (553 Invalid recipient)
Aug 11 03:35:22 aixhost MTA[22414]: 6v77hy: from=<andrew.43@marketing.agency>, to=<hannah.95@mailservice.io>, relay=relay.mailservice.io [3.221.39.127], proto=SMTP, delay=12.79, size=8870, nrcpts=1, msgid=<20250811033522.6v77hy@aixhost>, status=Rejected (554 Relay access denied)
Aug 11 03:39:42 postfix01 MTA[92786]: mm2f87: from=<laura.83@mailbox.biz>, to=<daniel.48@corporate.co>, relay=mx.test.org [8.155.66.20], proto=SMTP, delay=22.65, size=13215, nrcpts=1, msgid=<20250811033942.mm2f87@postfix01>, status=Rejected (553 Invalid recipient)
Aug 11 03:45:51 postfix01 MTA[20181]: ds0boo: from=<karen.66@securemail.gov>, to=<ryan.16@researchlab.org>, relay=mx1.fastmail.pro [144.40.166.31], proto=ESMTP, delay=24.92, size=4355, nrcpts=1, msgid=<20250811034551.ds0boo@postfix01>, status=Rejected (554 Relay access denied)
Aug 11 03:49:40 postfix01 MTA[87887]: 6t8ii1: from=<mark.35@banksecure.fin>, to=<ava.19@alpha.tech>, relay=mx.securemail.gov [186.152.113.162], proto=ESMTP, delay=10.03, size=11395, nrcpts=1, msgid=<20250811034940.6t8ii1@postfix01>, status=Sent (250 OK)
Aug 11 03:51:01 mailgw1 MTA[20535]: 45s0xt: from=<brian.63@partner.solutions>, to=<henry.60@fastmail.pro>, relay=mx1.fastmail.pro [99.86.3.99], proto=ESMTP, delay=19.76, size=2378, nrcpts=2, msgid=<20250811035101.45s0xt@mailgw1>, status=Sent (250 OK)
Aug 11 03:52:38 aixhost MTA[81584]: rzw2t0: from=<tom.66@alpha.tech>, to=<natalie.44@banksecure.fin>, relay=smtp.cloudmail.ai [208.44.68.243], proto=ESMTP, delay=6.17, size=18749, nrcpts=1, msgid=<20250811035238.rzw2t0@aixhost>, status=Rejected (553 Invalid recipient)
Aug 11 03:54:38 aixhost MTA[35362]: egc7b3: from=<sara.60@company.net>, to=<mark.33@mailservice.io>, relay=outbound.university.edu [186.249.169.92], proto=ESMTP, delay=3.9, size=3187, nrcpts=1, msgid=<20250811035438.egc7b3@aixhost>, status=Bounced (550 User unknown)
Aug 11 03:55:43 postfix01 MTA[31708]: 9zijba: from=<tom.28@fastmail.pro>, to=<linda.17@company.net>, relay=relay.mailbox.biz [213.117.19.227], proto=ESMTP, delay=19.75, size=10380, nrcpts=1, msgid=<20250811035543.9zijba@postfix01>, status=Sent (250 OK)
Aug 11 03:58:24 aixhost MTA[61336]: qj88jx: from=<charles.12@company.net>, to=<daniel.7@fastmail.pro>, relay=mx1.fastmail.pro [157.92.160.224], proto=ESMTP, delay=12.21, size=15735, nrcpts=1, msgid=<20250811035824.qj88jx@aixhost>, status=Sent (250 Message queued)
Aug 11 03:58:45 aixhost MTA[77484]: suqjhc: from=<bella.88@company.net>, to=<john.93@alpha.tech>, relay=relay.mailbox.biz [173.230.57.125], proto=ESMTP, delay=7.35, size=10143, nrcpts=1, msgid=<20250811035845.suqjhc@aixhost>, status=Sent (250 OK)
Aug 11 03:59:34 mailgw1 MTA[57823]: 8wot0v: from=<ava.86@logistics.inc>, to=<jane.39@marketing.agency>, relay=smtp.cloudmail.ai [190.59.230.129], proto=SMTP, delay=21.65, size=18431, nrcpts=2, msgid=<20250811035934.8wot0v@mailgw1>, status=Rejected (553 Invalid recipient)
Aug 11 04:01:23 mailgw1 MTA[64240]: rlyd7s: from=<linda.5@example.com>, to=<bella.96@company.net>, relay=relay.mailbox.biz [213.154.222.139], proto=ESMTP, delay=2.49, size=8401, nrcpts=1, msgid=<20250811040123.rlyd7s@mailgw1>, status=Sent (250 OK)
Aug 11 04:02:18 mailgw1 MTA[68143]: qojad6: from=<henry.72@alpha.tech>, to=<emily.48@mailbox.biz>, relay=smtp1.alpha.tech [130.1.28.82], proto=ESMTP, delay=1.0, size=4090, nrcpts=1, msgid=<20250811040218.qojad6@mailgw1>, status=Deferred (451 Temporary local problem)
Aug 11 04:02:58 mailgw1 MTA[14261]: m1qe2j: from=<steven.12@logistics.inc>, to=<ava.23@fastmail.pro>, relay=mx1.fastmail.pro [88.111.185.165], proto=SMTP, delay=12.82, size=4153, nrcpts=2, msgid=<20250811040258.m1qe2j@mailgw1>, status=Bounced (550 User unknown)
Aug 11 04:05:55 mailgw1 MTA[50450]: llgujy: from=<chloe.6@mailbox.biz>, to=<emily.60@mailservice.io>, relay=smtp.banksecure.fin [211.236.32.242], proto=SMTP, delay=9.9, size=5446, nrcpts=1, msgid=<20250811040555.llgujy@mailgw1>, status=Rejected (554 Relay access denied)
Aug 11 04:09:43 aixhost MTA[28684]: e1iqnt: from=<michael.95@securemail.gov>, to=<ryan.36@test.org>, relay=mx1.fastmail.pro [39.94.162.89], proto=ESMTP, delay=3.63, size=6730, nrcpts=1, msgid=<20250811040943.e1iqnt@aixhost>, status=Rejected (550 Spam message blocked)
Aug 11 04:11:52 postfix01 MTA[79549]: c5zimd: from=<tom.76@fastmail.pro>, to=<linda.98@university.edu>, relay=mailrelay.example.net [177.26.205.91], proto=ESMTP, delay=9.49, size=11002, nrcpts=2, msgid=<20250811041152.c5zimd@postfix01>, status=Deferred (450 Timeout)
Aug 11 04:15:42 postfix01 MTA[32989]: 4kqc3m: from=<bob.21@logistics.inc>, to=<john.64@cloudmail.ai>, relay=smtp.cloudmail.ai [91.85.12.230], proto=ESMTP, delay=23.91, size=1106, nrcpts=1, msgid=<20250811041542.4kqc3m@postfix01>, status=Sent (250 Message queued)
Aug 11 04:16:36 postfix01 MTA[91756]: 597oek: from=<mia.77@cloudmail.ai>, to=<eric.34@securemail.gov>, relay=outbound.university.edu [174.59.67.20], proto=ESMTP, delay=29.94, size=6629, nrcpts=1, msgid=<20250811041636.597oek@postfix01>, status=Sent (250 OK)
Aug 11 04:17:23 aixhost MTA[92092]: 84y86u: from=<justin.49@corporate.co>, to=<nora.52@alpha.tech>, relay=smtp.cloudmail.ai [82.177.31.54], proto=ESMTP, delay=27.63, size=13168, nrcpts=2, msgid=<20250811041723.84y86u@aixhost>, status=Deferred (451 Temporary local problem)
Aug 11 04:21:10 mailgw1 MTA[27991]: lmgo21: from=<emma.66@mailbox.biz>, to=<charles.10@fastmail.pro>, relay=mx.test.org [43.34.162.60], proto=ESMTP, delay=24.97, size=13430, nrcpts=1, msgid=<20250811042110.lmgo21@mailgw1>, status=Sent (250 OK)
Aug 11 04:24:29 postfix01 MTA[33964]: kyf6un: from=<alice.51@researchlab.org>, to=<george.63@banksecure.fin>, relay=mx.securemail.gov [86.196.128.200], proto=SMTP, delay=12.48, size=18956, nrcpts=1, msgid=<20250811042429.kyf6un@postfix01>, status=Rejected (553 Invalid recipient)
Aug 11 04:28:38 postfix01 MTA[87146]: au63z0: from=<charles.66@fastmail.pro>, to=<mark.82@marketing.agency>, relay=gw.researchlab.org [143.191.105.153], proto=SMTP, delay=26.94, size=2587, nrcpts=1, msgid=<20250811042838.au63z0@postfix01>, status=Rejected (550 Spam message blocked)
Aug 11 04:29:19 mailgw1 MTA[18253]: es81fv: from=<david.29@alpha.tech>, to=<laura.93@researchlab.org>, relay=smtp.cloudmail.ai [177.50.139.221], proto=SMTP, delay=22.65, size=1565, nrcpts=1, msgid=<20250811042919.es81fv@mailgw1>, status=Bounced (554 Transaction failed)
Aug 11 04:32:04 postfix01 MTA[10022]: rorzkd: from=<eric.12@fastmail.pro>, to=<grace.89@alpha.tech>, relay=relay.corporate.co [25.57.105.245], proto=ESMTP, delay=10.26, size=7002, nrcpts=1, msgid=<20250811043204.rorzkd@postfix01>, status=Sent (250 Message queued)
Aug 11 04:32:19 mailgw1 MTA[97312]: bzscii: from=<justin.60@logistics.inc>, to=<susan.73@alpha.tech>, relay=smtp.company.net [22.77.51.127], proto=SMTP, delay=18.09, size=1238, nrcpts=1, msgid=<20250811043219.bzscii@mailgw1>, status=Bounced (554 Transaction failed)
Aug 11 04:36:58 aixhost MTA[83307]: prtzgw: from=<emily.91@mailbox.biz>, to=<michael.35@company.net>, relay=mail.logistics.inc [33.108.205.159], proto=ESMTP, delay=7.35, size=6919, nrcpts=2, msgid=<20250811043658.prtzgw@aixhost>, status=Sent (250 OK)
Aug 11 04:40:00 postfix01 MTA[32813]: wjzyux: from=<justin.72@marketing.agency>, to=<john.52@partner.solutions>, relay=smtp.banksecure.fin [72.104.129.115], proto=ESMTP, delay=28.74, size=17663, nrcpts=1, msgid=<20250811044000.wjzyux@postfix01>, status=Rejected (550 Spam message blocked)
Aug 11 04:40:28 mailgw1 MTA[51294]: dnl0cb: from=<mia.81@securemail.gov>, to=<lucy.33@mailservice.io>, relay=smtp.cloudmail.ai [186.92.112.78], proto=SMTP, delay=12.88, size=16699, nrcpts=1, msgid=<20250811044028.dnl0cb@mailgw1>, status=Bounced (552 Message too large)
Aug 11 04:43:25 aixhost MTA[69988]: huupdw: from=<jane.16@mailbox.biz>, to=<hannah.33@marketing.agency>, relay=gw.researchlab.org [171.143.58.16], proto=ESMTP, delay=19.06, size=6492, nrcpts=2, msgid=<20250811044325.huupdw@aixhost>, status=Deferred (451 Temporary local problem)
Aug 11 04:49:00 postfix01 MTA[92264]: i5krbq: from=<steven.23@corporate.co>, to=<john.84@test.org>, relay=gw.researchlab.org [31.135.228.92], proto=ESMTP, delay=24.78, size=5905, nrcpts=2, msgid=<20250811044900.i5krbq@postfix01>, status=Sent (250 Message queued)
Aug 11 04:49:36 aixhost MTA[93582]: l30a9s: from=<daniel.88@university.edu>, to=<mark.46@researchlab.org>, relay=mx1.fastmail.pro [96.193.16.105], proto=SMTP, delay=4.42, size=18902, nrcpts=2, msgid=<20250811044936.l30a9s@aixhost>, status=Rejected (553 Invalid recipient)
Aug 11 04:54:55 mailgw1 MTA[22301]: vcykfq: from=<john.52@mailservice.io>, to=<steven.47@securemail.gov>, relay=mx.test.org [143.52.2.132], proto=ESMTP, delay=17.64, size=15216, nrcpts=1, msgid=<20250811045455.vcykfq@mailgw1>, status=Sent (250 Message queued)
Aug 11 04:56:36 aixhost MTA[72288]: x40s7w: from=<nora.65@cloudmail.ai>, to=<james.85@partner.solutions>, relay=outbound.university.edu [24.77.60.164], proto=ESMTP, delay=24.65, size=6065, nrcpts=1, msgid=<20250811045636.x40s7w@aixhost>, status=Bounced (550 User unknown)
Aug 11 05:00:24 postfix01 MTA[41933]: meovja: from=<sara.81@company.net>, to=<mark.98@company.net>, relay=outbound.university.edu [182.210.119.90], proto=ESMTP, delay=29.18, size=8516, nrcpts=2, msgid=<20250811050024.meovja@postfix01>, status=Bounced (552 Message too large)
Aug 11 05:03:42 postfix01 MTA[22463]: rb79vl: from=<bella.90@partner.solutions>, to=<emily.31@researchlab.org>, relay=smtp1.alpha.tech [181.207.153.195], proto=ESMTP, delay=24.27, size=8210, nrcpts=1, msgid=<20250811050342.rb79vl@postfix01>, status=Bounced (552 Message too large)
Aug 11 05:08:08 postfix01 MTA[22633]: 74ohe6: from=<sara.84@corporate.co>, to=<lucy.6@mailservice.io>, relay=smtp.marketing.agency [159.192.239.123], proto=ESMTP, delay=29.54, size=8867, nrcpts=1, msgid=<20250811050808.74ohe6@postfix01>, status=Deferred (451 Temporary local problem)
Aug 11 05:10:04 mailgw1 MTA[37848]: d5k1d7: from=<ava.10@logistics.inc>, to=<andrew.80@corporate.co>, relay=mailrelay.example.net [189.223.161.176], proto=ESMTP, delay=3.15, size=2022, nrcpts=1, msgid=<20250811051004.d5k1d7@mailgw1>, status=Bounced (554 Transaction failed)
Aug 11 05:14:25 aixhost MTA[88374]: bd4yf5: from=<nora.88@mailbox.biz>, to=<emma.10@logistics.inc>, relay=relay.mailservice.io [37.102.255.240], proto=ESMTP, delay=25.47, size=18930, nrcpts=1, msgid=<20250811051425.bd4yf5@aixhost>, status=Rejected (553 Invalid recipient)
Aug 11 05:16:01 aixhost MTA[81803]: ctqynb: from=<linda.94@securemail.gov>, to=<jane.32@university.edu>, relay=smtp.cloudmail.ai [216.68.117.168], proto=ESMTP, delay=17.23, size=9998, nrcpts=1, msgid=<20250811051601.ctqynb@aixhost>, status=Deferred (450 Timeout)
Aug 11 05:25:10 postfix01 MTA[92397]: rlh9dl: from=<tom.12@logistics.inc>, to=<kevin.45@cloudmail.ai>, relay=mx.test.org [187.235.63.250], proto=ESMTP, delay=3.29, size=10506, nrcpts=1, msgid=<20250811052510.rlh9dl@postfix01>, status=Deferred (451 Temporary local problem)
Aug 11 05:25:16 aixhost MTA[80498]: a8xf8s: from=<olivia.21@example.com>, to=<karen.29@test.org>, relay=mx.test.org [129.77.237.230], proto=SMTP, delay=26.96, size=16973, nrcpts=1, msgid=<20250811052516.a8xf8s@aixhost>, status=Rejected (554 Relay access denied)
Aug 11 05:29:44 aixhost MTA[39519]: ej75o8: from=<olivia.89@securemail.gov>, to=<nora.40@securemail.gov>, relay=relay.corporate.co [94.255.63.64], proto=ESMTP, delay=4.54, size=8780, nrcpts=1, msgid=<20250811052944.ej75o8@aixhost>, status=Rejected (554 Relay access denied)
Aug 11 05:30:48 postfix01 MTA[95206]: eybrw0: from=<eric.10@partner.solutions>, to=<karen.58@mailservice.io>, relay=mx1.fastmail.pro [209.38.236.18], proto=SMTP, delay=29.22, size=14599, nrcpts=1, msgid=<20250811053048.eybrw0@postfix01>, status=Rejected (553 Invalid recipient)
Aug 11 05:32:31 mailgw1 MTA[99323]: x77nrz: from=<steven.22@test.org>, to=<nora.22@logistics.inc>, relay=relay.corporate.co [175.153.168.254], proto=ESMTP, delay=10.03, size=2328, nrcpts=2, msgid=<20250811053231.x77nrz@mailgw1>, status=Rejected (554 Relay access denied)
Aug 11 05:32:58 mailgw1 MTA[16969]: 48sitr: from=<mark.51@mailbox.biz>, to=<eric.6@alpha.tech>, relay=smtp.banksecure.fin [179.138.60.78], proto=SMTP, delay=27.72, size=14658, nrcpts=2, msgid=<20250811053258.48sitr@mailgw1>, status=Rejected (554 Relay access denied)
Aug 11 05:36:19 aixhost MTA[34838]: jty49u: from=<susan.33@company.net>, to=<james.47@banksecure.fin>, relay=relay.mailservice.io [51.184.96.63], proto=ESMTP, delay=19.03, size=12500, nrcpts=1, msgid=<20250811053619.jty49u@aixhost>, status=Deferred (450 Timeout)
Aug 11 05:36:31 postfix01 MTA[66708]: w2225z: from=<emily.48@researchlab.org>, to=<adam.57@corporate.co>, relay=mx1.fastmail.pro [40.22.140.120], proto=ESMTP, delay=3.39, size=14404, nrcpts=1, msgid=<20250811053631.w2225z@postfix01>, status=Sent (250 OK)
Aug 11 05:36:49 mailgw1 MTA[63160]: ev2z1k: from=<chloe.74@cloudmail.ai>, to=<olivia.65@mailservice.io>, relay=gw.researchlab.org [77.62.63.213], proto=ESMTP, delay=28.62, size=10762, nrcpts=1, msgid=<20250811053649.ev2z1k@mailgw1>, status=Sent (250 OK)
Aug 11 05:41:20 postfix01 MTA[81886]: 8dp5q7: from=<eric.70@test.org>, to=<adam.1@cloudmail.ai>, relay=mx.securemail.gov [190.116.171.126], proto=ESMTP, delay=10.44, size=13133, nrcpts=1, msgid=<20250811054120.8dp5q7@postfix01>, status=Deferred (450 Timeout)
Aug 11 05:41:26 postfix01 MTA[60797]: tr6xhu: from=<james.49@company.net>, to=<george.43@example.com>, relay=relay.corporate.co [8.103.215.242], proto=ESMTP, delay=24.05, size=7146, nrcpts=1, msgid=<20250811054126.tr6xhu@postfix01>, status=Sent (250 OK)
Aug 11 05:41:39 postfix01 MTA[96678]: 63h05q: from=<nora.84@partner.solutions>, to=<mia.27@mailservice.io>, relay=smtp1.alpha.tech [215.76.14.240], proto=ESMTP, delay=27.83, size=19350, nrcpts=2, msgid=<20250811054139.63h05q@postfix01>, status=Sent (250 OK)
Aug 11 05:43:56 postfix01 MTA[56190]: nli394: from=<ryan.73@logistics.inc>, to=<hannah.18@partner.solutions>, relay=mailrelay.example.net [27.142.7.84], proto=SMTP, delay=12.66, size=10751, nrcpts=1, msgid=<20250811054356.nli394@postfix01>, status=Rejected (554 Relay access denied)
Aug 11 05:44:20 aixhost MTA[49686]: 6jbp3y: from=<linda.79@example.com>, to=<adam.43@cloudmail.ai>, relay=smtp.company.net [160.64.28.70], proto=ESMTP, delay=2.31, size=1985, nrcpts=1, msgid=<20250811054420.6jbp3y@aixhost>, status=Sent (250 Message queued)
Aug 11 05:45:58 mailgw1 MTA[65423]: btl9gx: from=<jane.95@researchlab.org>, to=<olivia.3@mailservice.io>, relay=mail.logistics.inc [208.71.153.172], proto=SMTP, delay=16.16, size=5477, nrcpts=1, msgid=<20250811054558.btl9gx@mailgw1>, status=Bounced (550 User unknown)
Aug 11 05:46:40 mailgw1 MTA[67957]: 2wa6dk: from=<luke.11@securemail.gov>, to=<charles.16@example.com>, relay=relay.partner.solutions [220.147.208.112], proto=SMTP, delay=12.02, size=4229, nrcpts=1, msgid=<20250811054640.2wa6dk@mailgw1>, status=Rejected (550 Spam message blocked)
Aug 11 05:46:59 mailgw1 MTA[77482]: d1d8jx: from=<sophia.91@partner.solutions>, to=<david.27@corporate.co>, relay=smtp1.alpha.tech [175.117.174.215], proto=ESMTP, delay=3.35, size=19144, nrcpts=1, msgid=<20250811054659.d1d8jx@mailgw1>, status=Deferred (451 Temporary local problem)
Aug 11 05:48:42 aixhost MTA[17561]: zm85cb: from=<luke.9@test.org>, to=<grace.79@fastmail.pro>, relay=smtp.banksecure.fin [86.125.231.121], proto=ESMTP, delay=11.07, size=7142, nrcpts=2, msgid=<20250811054842.zm85cb@aixhost>, status=Sent (250 Message queued)
Aug 11 05:48:45 aixhost MTA[46751]: zej7gd: from=<john.82@alpha.tech>, to=<olivia.21@partner.solutions>, relay=mx.securemail.gov [191.186.248.137], proto=ESMTP, delay=13.26, size=16099, nrcpts=1, msgid=<20250811054845.zej7gd@aixhost>, status=Rejected (554 Relay access denied)
